City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ponta Do Sol,PT,2022-12-10 04:29:28,32.6667,-17.1,68.0,77,99,2.15
295,Bereda,ES,2022-12-10 04:29:29,43.2686,-7.5406,43.41,91,100,4.29
296,Walvis Bay,NA,2022-12-10 04:29:29,-22.9575,14.5053,60.1,94,100,8.05
297,Caetes,BR,2022-12-10 04:29:30,-8.7731,-36.6225,66.51,89,70,10.11
298,Havelock,US,2022-12-10 04:25:09,34.8791,-76.9013,49.98,86,0,12.66
299,Praia,CV,2022-12-10 04:29:30,14.9215,-23.5087,73.94,78,20,10.36
300,Berwick,US,2022-12-10 04:27:44,41.0545,-76.2333,32.0,87,3,3.62
301,Velyka Pysarivka,UA,2022-12-10 04:29:31,50.4259,35.485,36.59,99,100,8.7
302,Magdagachi,RU,2022-12-10 04:29:32,53.45,125.8,3.18,89,100,4.23
303,Dongsheng,CN,2022-12-10 04:29:32,39.8161,109.9776,13.23,33,19,10.49
304,Ulaanbaatar,MN,2022-12-10 04:26:01,47.9077,106.8832,-7.47,71,2,2.24
305,Waipawa,NZ,2022-12-10 04:29:33,-41.4122,175.5153,64.53,72,100,5.14
306,Kaitong,CN,2022-12-10 04:29:34,44.8135,123.15,20.7,39,0,8.05
307,Necochea,AR,2022-12-10 04:29:34,-38.5473,-58.7368,59.23,68,0,5.48
308,Mersing,MY,2022-12-10 04:29:35,2.4312,103.8405,82.31,83,20,5.75
309,Mahajanga,MG,2022-12-10 04:29:35,-15.7167,46.3167,82.42,74,20,4.61
310,Traralgon,AU,2022-12-10 04:29:36,-38.1833,146.5333,77.86,26,5,2.08
311,Severo-Kurilsk,RU,2022-12-10 04:29:36,50.6789,156.125,27.72,67,99,15.28
312,Sungairaya,ID,2022-12-10 04:29:37,0.7,108.9,80.22,80,93,6.98
313,Alekseyevskoye,RU,2022-12-10 04:29:38,55.3071,50.1135,18.34,73,100,18.77
314,Victoria Falls,ZW,2022-12-10 04:29:38,-17.9235,25.843,68.31,90,98,2.73
315,Benin,BJ,2022-12-10 04:30:39,9.5,2.25,67.75,24,0,4.81
316,Jijiga,ET,2022-12-10 04:30:39,9.35,42.8,64.58,25,33,6.44
317,Olinda,BR,2022-12-10 04:30:40,-8.0089,-34.8553,78.53,83,40,3.44
318,Saint Anthony,US,2022-12-10 04:30:41,45.0205,-93.218,32.29,86,100,13.8
319,Hasaki,JP,2022-12-10 04:30:41,35.7333,140.8333,63.28,56,44,9.6
320,Maple Creek,CA,2022-12-10 04:30:17,49.9168,-109.4848,32.41,64,2,10.36
321,San Patricio,US,2022-12-10 04:27:13,28.017,-97.5169,73.27,88,2,11.88
322,San Jose,US,2022-12-10 04:29:18,37.3394,-121.895,54.46,80,100,4.0
323,Nioro,GM,2022-12-10 04:30:43,13.35,-15.75,72.48,80,0,5.17
324,North Bend,US,2022-12-10 04:28:12,43.4065,-124.2243,50.86,95,100,17.27
325,Zerbst,DE,2022-12-10 04:30:43,51.9667,12.0833,31.91,87,99,5.3
326,Iringa,TZ,2022-12-10 04:30:44,-7.7667,35.7,60.12,72,75,0.0
327,Ust-Kuyga,RU,2022-12-10 04:30:44,70.0167,135.6,-34.67,97,100,3.69
328,Bengkulu,ID,2022-12-10 04:30:45,-3.8004,102.2655,82.47,70,99,7.87
329,Camana,PE,2022-12-10 04:30:46,-16.6228,-72.7111,68.07,90,100,4.76
330,Padang,ID,2022-12-10 04:30:46,-0.9492,100.3543,81.95,75,72,4.16
331,Boyolangu,ID,2022-12-10 04:30:47,-8.1181,111.8935,86.02,59,39,8.5
332,Plettenberg Bay,ZA,2022-12-10 04:30:47,-34.0527,23.3716,69.03,69,5,6.93
333,Rayon,MX,2022-12-10 04:30:48,19.1444,-99.5836,50.86,67,54,1.19
334,Hovd,MN,2022-12-10 04:30:48,48.0056,91.6419,3.61,80,100,2.82
335,Tahta,EG,2022-12-10 04:30:49,26.7693,31.5021,59.79,32,0,6.49
336,Zephyrhills,US,2022-12-10 04:30:50,28.2336,-82.1812,66.13,92,100,5.75
337,Karratha,AU,2022-12-10 04:30:50,-20.7377,116.8463,99.1,23,0,17.69
338,Kalevala,RU,2022-12-10 04:30:51,65.2,31.1667,22.78,93,100,10.96
339,Boa Vista,BR,2022-12-10 04:30:51,2.8197,-60.6733,78.78,83,0,5.75
340,Margate,GB,2022-12-10 04:30:52,51.3813,1.3862,28.31,81,9,11.88
341,Gornyy,RU,2022-12-10 04:30:52,55.1153,83.9059,2.46,88,100,19.01
342,Gurupa,BR,2022-12-10 04:30:53,-1.405,-51.64,72.48,93,58,3.71
343,Novaya Bryan,RU,2022-12-10 04:30:54,51.7159,108.2691,13.71,56,13,3.74
344,Mayumba,GA,2022-12-10 04:30:54,-3.432,10.6554,75.45,91,93,6.89
345,Dafeng,CN,2022-12-10 04:30:55,23.4517,108.5881,63.95,52,99,7.27
346,Isangel,VU,2022-12-10 04:30:56,-19.55,169.2667,84.31,74,100,4.61
347,Phalodi,IN,2022-12-10 04:30:56,27.1333,72.3667,75.81,20,0,7.18
348,Mabaruma,GY,2022-12-10 04:30:57,8.2,-59.7833,71.38,99,88,1.54
349,Half Moon Bay,US,2022-12-10 04:30:57,37.4636,-122.4286,54.18,81,75,4.61
350,Korla,CN,2022-12-10 04:30:58,41.7597,86.1469,27.88,42,100,1.7
351,Burnie,AU,2022-12-10 04:30:58,-41.0667,145.9167,64.94,48,99,6.96
352,Kruisfontein,ZA,2022-12-10 04:31:00,-34.0033,24.7314,69.76,59,57,13.49
353,Nha Trang,VN,2022-12-10 04:31:00,12.25,109.1833,80.6,71,58,13.58
354,Minab,IR,2022-12-10 04:31:01,27.1467,57.0801,71.92,23,40,11.5
355,Arco,IT,2022-12-10 04:31:01,45.9177,10.8867,51.39,99,100,3.87
356,Fairbanks,US,2022-12-10 04:26:34,64.8378,-147.7164,14.0,85,100,9.22
357,Millerovo,RU,2022-12-10 04:31:02,48.9226,40.3967,33.39,91,100,15.73
358,Barahona,DO,2022-12-10 04:31:03,18.2085,-71.1008,70.88,79,6,5.08
359,Amuntai,ID,2022-12-10 04:31:03,-2.4177,115.2494,93.49,43,98,3.69
360,Kieta,PG,2022-12-10 04:31:04,-6.2167,155.6333,83.01,75,96,4.14
361,Xining,CN,2022-12-10 04:31:04,36.6167,101.7667,24.98,48,79,1.99
362,Winfield,US,2022-12-10 04:30:19,37.2398,-96.9956,44.69,82,100,8.05
363,Laibin,CN,2022-12-10 04:32:05,23.7,109.2667,61.52,49,100,11.68
364,Makarska,HR,2022-12-10 04:32:06,43.2969,17.0178,62.4,86,100,19.06
365,Nelson Bay,AU,2022-12-10 04:32:06,-32.7167,152.15,69.1,64,74,5.99
366,Owando,CG,2022-12-10 04:32:07,-0.4819,15.8999,69.55,89,69,1.7
367,Whitehorse,CA,2022-12-10 04:30:19,60.7161,-135.0538,5.77,72,20,8.05
368,Usinsk,RU,2022-12-10 04:32:08,65.9939,57.5281,-14.22,100,51,2.8
369,Batetskiy,RU,2022-12-10 04:32:08,58.6461,30.3027,19.13,100,100,1.5
370,Louis Trichardt,ZA,2022-12-10 04:32:09,-23.0439,29.9032,65.98,84,67,8.48
371,Tignere,CM,2022-12-10 04:32:09,7.3667,12.65,62.13,31,14,1.63
372,Trairi,BR,2022-12-10 04:30:44,-3.2778,-39.2689,79.83,73,43,12.41
373,Kanniyakumari,IN,2022-12-10 04:32:10,8.0833,77.5667,81.21,73,75,18.14
374,Lichinga,MZ,2022-12-10 04:32:11,-13.3128,35.2406,62.69,100,75,8.05
375,Ordzhonikidze,KZ,2022-12-10 04:32:11,52.4411,61.7408,2.88,75,22,7.72
376,Yaan,NG,2022-12-10 04:32:12,7.3833,8.5667,70.56,25,25,3.15
377,Sorong,ID,2022-12-10 04:32:13,-0.8833,131.25,83.8,68,99,5.37
378,Kasongo-Lunda,CD,2022-12-10 04:32:13,-6.4667,16.8167,68.07,98,95,0.27
379,Atikokan,CA,2022-12-10 04:32:14,48.7555,-91.6216,23.77,92,79,9.35
380,Kamalpur,IN,2022-12-10 04:32:14,24.2,91.8333,78.48,52,40,1.86
381,Kelo,TD,2022-12-10 04:32:15,9.3086,15.8066,66.81,27,3,4.94
382,Celestun,MX,2022-12-10 04:32:16,20.8667,-90.4,74.68,71,1,14.79
383,Richards Bay,ZA,2022-12-10 04:32:16,-28.783,32.0377,76.8,74,0,12.77
384,Saint-Jean-De-Maurienne,FR,2022-12-10 04:32:17,45.1667,6.5833,20.14,98,100,4.34
385,Ranau,MY,2022-12-10 04:32:18,5.9538,116.6641,82.38,68,90,2.01
386,Nortelandia,BR,2022-12-10 04:32:18,-14.4547,-56.8028,74.3,85,71,3.58
387,Sobolevo,RU,2022-12-10 04:32:19,54.4299,31.8996,28.76,98,100,4.43
388,Mackenzie,CA,2022-12-10 04:29:09,55.2999,-123.1698,5.22,85,0,2.3
389,Furano,JP,2022-12-10 04:32:20,43.2818,142.4743,27.9,81,70,7.27
390,Frontera,MX,2022-12-10 04:32:21,26.9333,-101.45,66.33,86,16,1.01
391,Parkersburg,US,2022-12-10 04:32:21,39.2667,-81.5615,48.27,84,100,4.61
392,Roebourne,AU,2022-12-10 04:32:22,-20.7833,117.1333,103.08,15,0,17.43
393,Cardonal,MX,2022-12-10 04:32:23,20.6,-99.1333,51.91,89,26,1.63
394,Stantsionno-Oyashinskiy,RU,2022-12-10 04:32:23,55.4664,83.8245,2.97,91,100,18.32
395,Doaba,PK,2022-12-10 04:32:24,33.4244,70.7364,57.92,43,2,1.79
396,Lasa,IT,2022-12-10 04:32:25,46.6166,10.7002,38.28,97,100,1.21
397,Solhan,TR,2022-12-10 04:32:25,38.9634,41.0293,36.0,69,6,4.23
398,Betare Oya,CM,2022-12-10 04:32:26,5.6,14.0833,64.62,37,6,2.17
399,Antalaha,MG,2022-12-10 04:32:26,-14.9003,50.2788,81.32,65,12,6.78
400,Watrous,CA,2022-12-10 04:32:28,51.6668,-105.4679,11.98,85,100,10.36
401,Uttaradit,TH,2022-12-10 04:32:28,17.6667,100.5,87.03,54,11,3.04
402,Gbadolite,CD,2022-12-10 04:32:29,4.2833,21.0167,71.65,76,66,2.71
403,Sindou,BF,2022-12-10 04:32:30,10.6667,-5.1667,71.04,26,1,5.14
404,Te Anau,NZ,2022-12-10 04:32:30,-45.4167,167.7167,60.17,80,98,2.3
405,Belmonte,BR,2022-12-10 04:32:31,-15.8631,-38.8828,75.11,92,99,9.08
406,Merauke,ID,2022-12-10 04:32:31,-8.4667,140.3333,83.7,74,100,9.66
407,Hobyo,SO,2022-12-10 04:32:32,5.3505,48.5268,80.37,66,81,19.28
408,Leh,IN,2022-12-10 04:32:32,34.1667,77.5833,22.69,59,90,5.03
409,Wagar,SD,2022-12-10 04:33:33,16.1525,36.2032,70.16,79,1,8.57
410,Beloha,MG,2022-12-10 04:33:33,-25.1667,45.05,82.08,49,65,10.85
411,Condega,NI,2022-12-10 04:33:34,13.365,-86.3985,64.56,97,3,4.65
412,Bone,DE,2022-12-10 04:33:35,51.9669,12.1396,31.89,87,99,5.08
413,Jalu,LY,2022-12-10 04:33:35,29.0331,21.5482,60.53,42,0,8.55
414,Sept-Iles,CA,2022-12-10 04:29:56,50.2001,-66.3821,10.06,63,0,16.11
415,Zemio,CF,2022-12-10 04:33:36,5.0314,25.1361,70.59,73,97,0.78
416,Nsoko,SZ,2022-12-10 04:33:36,-27.0333,31.95,72.66,74,4,4.59
417,Jagtial,IN,2022-12-10 04:33:37,18.8,78.9333,71.35,38,100,3.36
418,Avera,US,2022-12-10 04:33:37,33.194,-82.5271,54.37,93,100,7.83
419,Ous,RU,2022-12-10 04:33:38,60.9058,61.5186,-4.05,100,95,0.38
420,Nanortalik,GL,2022-12-10 04:33:38,60.1432,-45.2371,21.54,81,5,6.42
421,Vitim,RU,2022-12-10 04:33:39,59.4511,112.5578,7.48,93,100,9.17
422,Hengyang,CN,2022-12-10 04:33:39,26.8881,112.615,59.52,50,5,7.78
423,Yelets,RU,2022-12-10 04:33:40,52.6237,38.5017,33.15,99,100,10.29
424,Urumqi,CN,2022-12-10 04:33:41,43.801,87.6005,14.95,79,75,2.24
425,Goundam,ML,2022-12-10 04:33:41,16.4145,-3.6708,69.04,16,0,9.4
426,College,US,2022-12-10 04:33:42,64.8569,-147.8028,13.98,85,100,9.22
427,Goalpara,IN,2022-12-10 04:33:42,26.1667,90.6167,73.18,52,2,6.64
428,Vila Franca Do Campo,PT,2022-12-10 04:33:43,37.7167,-25.4333,67.19,93,100,24.92
429,Fonte Boa,BR,2022-12-10 04:33:43,-2.4959,-66.2662,74.34,96,100,2.59
430,Grand-Santi,GF,2022-12-10 04:29:18,4.25,-54.3833,72.61,96,94,2.39
431,El Prat De Llobregat,ES,2022-12-10 04:33:44,41.3278,2.0947,57.96,84,75,8.05
432,Gloversville,US,2022-12-10 04:30:21,43.0528,-74.3438,26.24,67,0,1.01
433,Inverell,AU,2022-12-10 04:33:45,-29.7833,151.1167,81.34,27,41,7.96
434,Newton,US,2022-12-10 04:33:46,42.337,-71.2092,38.08,45,0,13.8
435,Pontes E Lacerda,BR,2022-12-10 04:33:46,-15.2261,-59.3353,75.09,83,71,3.18
436,Mnogovershinnyy,RU,2022-12-10 04:33:47,53.9353,139.9242,-0.33,87,10,2.13
437,Flinders,AU,2022-12-10 04:33:47,-34.5833,150.8552,70.38,59,15,9.13
438,Vila Velha,BR,2022-12-10 04:33:48,-20.3297,-40.2925,76.95,96,75,0.0
439,Bubaque,GW,2022-12-10 04:33:48,11.2833,-15.8333,80.58,79,19,10.49
440,Durango,MX,2022-12-10 04:33:49,24.8333,-104.8333,54.93,39,1,6.02
441,Maniitsoq,GL,2022-12-10 04:33:50,65.4167,-52.9,33.15,73,100,16.8
442,Roald,NO,2022-12-10 04:33:50,62.5833,6.1333,28.76,68,20,12.66
443,Obama,JP,2022-12-10 04:33:51,35.4958,135.746,57.96,61,3,4.52
444,Panguipulli,CL,2022-12-10 04:33:51,-39.6333,-72.3333,49.8,85,85,1.9
445,Suzun,RU,2022-12-10 04:33:52,53.7841,82.3116,1.18,85,93,12.03
446,Khani,GE,2022-12-10 04:33:53,41.9563,42.9566,35.17,69,71,4.99
447,Shubarshi,KZ,2022-12-10 04:33:53,48.5872,57.1869,4.39,90,5,3.62
448,Agadez,NE,2022-12-10 04:33:54,19.75,10.25,61.12,22,0,7.47
449,Kununurra,AU,2022-12-10 04:33:54,-15.7667,128.7333,103.98,37,56,6.91
450,Mumford,GH,2022-12-10 04:33:55,5.2618,-0.759,79.16,82,3,4.72
451,Emba,KZ,2022-12-10 04:33:55,48.8264,58.1442,2.25,91,5,2.84
452,Takanabe,JP,2022-12-10 04:33:56,32.1333,131.5,64.29,50,0,3.67
453,Galle,LK,2022-12-10 04:32:25,6.0367,80.217,81.97,78,99,14.94
454,Soe,ID,2022-12-10 04:33:57,-9.8607,124.284,85.6,40,96,8.55
455,Lubbenau,DE,2022-12-10 04:33:57,51.8667,13.9667,32.2,95,100,6.64
456,Svetlogorsk,BY,2022-12-10 04:33:58,52.6333,29.7333,32.14,100,100,7.56
457,Mathbaria,BD,2022-12-10 04:34:59,22.2876,89.9593,79.3,40,69,6.91
458,Karatuzskoye,RU,2022-12-10 04:34:59,53.6072,92.8667,3.88,72,98,3.29
459,Gore,NZ,2022-12-10 04:35:00,-46.1028,168.9436,57.81,94,100,6.33
460,Rabaul,PG,2022-12-10 04:35:00,-4.1967,152.1721,83.19,73,57,5.5
461,Yar-Sale,RU,2022-12-10 04:35:01,66.8333,70.8333,-0.67,94,98,12.73
462,Sinnamary,GF,2022-12-10 04:35:01,5.3833,-52.95,76.69,88,100,8.75
463,Klaksvik,FO,2022-12-10 04:35:02,62.2266,-6.589,36.52,68,100,32.7
464,Portland,US,2022-12-10 04:30:26,45.5234,-122.6762,46.49,94,100,18.41
465,Opuwo,NA,2022-12-10 04:35:02,-18.0607,13.84,65.32,29,18,2.35
466,Ambulu,ID,2022-12-10 04:35:03,-8.345,113.6058,85.17,65,56,6.33
467,Broome,US,2022-12-10 04:35:03,42.2506,-75.833,27.01,81,0,6.91
468,Deputatskiy,RU,2022-12-10 04:35:04,69.3,139.9,-26.79,96,98,5.23
469,Acala,MX,2022-12-10 04:35:05,16.5667,-92.8,71.82,90,5,2.1
470,Houlton,US,2022-12-10 04:31:10,46.1262,-67.8403,18.01,71,0,16.11
471,Swanton,US,2022-12-10 04:35:06,41.5887,-83.8911,36.9,93,100,12.66
472,Leningradskiy,RU,2022-12-10 04:35:06,69.3833,178.4167,-8.9,93,95,3.4
473,Mitu,CO,2022-12-10 04:35:07,1.1983,-70.1733,70.99,98,100,1.1
474,Vardo,NO,2022-12-10 04:35:07,70.3705,31.1107,26.58,74,75,10.36
475,Kargopol,RU,2022-12-10 04:35:08,61.5071,38.9456,18.75,95,100,5.61
476,Coolum Beach,AU,2022-12-10 04:35:09,-26.5333,153.1,76.33,74,93,9.71
477,Sibolga,ID,2022-12-10 04:35:09,1.7427,98.7792,80.56,81,93,5.08
478,Caravelas,BR,2022-12-10 04:35:10,-17.7125,-39.2481,74.08,92,4,8.3
479,Santona,ES,2022-12-10 04:35:11,43.4439,-3.4576,50.07,69,100,5.46
480,Fort Walton Beach,US,2022-12-10 04:35:11,30.4058,-86.6188,68.02,92,100,4.61
481,Georgiyevka,KZ,2022-12-10 04:35:12,43.0369,74.7114,6.84,85,2,4.47
482,Hino,JP,2022-12-10 04:35:12,35.6731,139.4003,61.21,35,0,6.91
483,Adrar,MR,2022-12-10 04:35:13,20.5022,-10.0711,72.88,16,24,5.64
484,Kattivakkam,IN,2022-12-10 04:35:13,13.2167,80.3167,75.29,83,97,29.57
485,Awbari,LY,2022-12-10 04:35:14,26.5921,12.7805,64.99,25,0,7.31
486,Ambon,ID,2022-12-10 04:35:14,-3.6954,128.1814,87.94,66,40,5.75
487,Doha,QA,2022-12-10 04:35:15,25.2867,51.5333,69.78,64,0,11.5
488,Tianjin,CN,2022-12-10 04:35:16,39.1422,117.1767,37.35,22,0,17.9
489,Aripuana,BR,2022-12-10 04:35:16,-9.1667,-60.6333,73.27,94,98,1.48
490,Ureki,GE,2022-12-10 04:35:17,41.9956,41.7786,51.76,69,39,6.44
491,Rehti,IN,2022-12-10 04:35:18,22.7333,77.4333,71.55,31,24,7.31
492,Ulaangom,MN,2022-12-10 04:35:18,49.9811,92.0667,-10.3,87,100,0.72
493,Bonavista,CA,2022-12-10 04:35:19,48.6499,-53.1147,36.73,95,100,16.42
494,Srednekolymsk,RU,2022-12-10 04:35:20,67.45,153.6833,-37.59,96,96,8.21
495,San Policarpo,PH,2022-12-10 04:35:20,12.1791,125.5072,82.24,81,91,5.06
496,Buraydah,SA,2022-12-10 04:32:42,26.326,43.975,50.45,52,10,8.01
497,Ola,RU,2022-12-10 04:33:15,59.5833,151.2833,-0.58,98,92,6.96
498,Rantepao,ID,2022-12-10 04:35:21,-2.9701,119.8978,73.02,90,100,0.83
499,Sao Jose Dos Pinhais,BR,2022-12-10 04:35:22,-25.5347,-49.2064,68.25,71,100,6.91
500,Vanimo,PG,2022-12-10 04:34:53,-2.6741,141.3028,82.98,78,76,2.51
501,Shakhtinsk,KZ,2022-12-10 04:35:22,49.71,72.5872,-1.26,97,100,9.75
502,Corning,US,2022-12-10 04:36:23,42.1428,-77.0547,29.12,94,9,3.33
503,Atasu,KZ,2022-12-10 04:36:24,48.6814,71.6433,-4.0,99,94,6.08
504,Spassk-Dalniy,RU,2022-12-10 04:36:24,44.5978,132.8211,21.99,58,8,5.35
505,Powell River,CA,2022-12-10 04:36:25,49.8496,-124.5361,41.27,95,100,8.05
506,Ust-Nera,RU,2022-12-10 04:36:26,64.5667,143.2,-38.56,98,99,1.48
507,Coswig,DE,2022-12-10 04:36:26,51.1333,13.5833,36.0,92,100,5.75
508,Hauterive,FR,2022-12-10 04:36:27,46.0901,3.4459,30.96,98,81,3.47
509,Elk City,US,2022-12-10 04:36:15,35.412,-99.4043,46.62,87,100,5.75
510,Batangafo,CF,2022-12-10 04:36:27,7.3008,18.2833,65.57,31,4,1.72
511,Orange Cove,US,2022-12-10 04:36:28,36.6244,-119.3137,51.57,86,75,4.61
512,Allapalli,IN,2022-12-10 04:36:28,19.4167,80.0667,80.8,35,100,2.1
513,Aniva,RU,2022-12-10 04:32:10,46.7144,142.5294,26.71,89,100,1.63
514,Omsukchan,RU,2022-12-10 04:33:33,62.5333,155.8,-25.76,95,27,2.93
515,Arman,RU,2022-12-10 04:36:29,59.7,150.1667,-5.13,87,98,5.26
516,Rypefjord,NO,2022-12-10 04:36:30,70.6333,23.6667,18.07,67,32,5.75
517,Otavi,NA,2022-12-10 04:36:31,-19.65,17.3333,72.3,47,60,3.74
518,Nouadhibou,MR,2022-12-10 04:36:31,20.931,-17.0347,67.98,88,3,12.66
519,Vestmannaeyjar,IS,2022-12-10 04:36:32,63.4427,-20.2734,34.97,51,0,3.47
520,Boende,CD,2022-12-10 04:36:32,-0.2167,20.8667,69.89,95,100,2.77
521,Hualmay,PE,2022-12-10 04:36:33,-11.0964,-77.6139,66.54,84,100,5.5
522,Prainha,BR,2022-12-10 04:36:34,-1.8,-53.48,76.8,74,57,4.36
523,Cap Malheureux,MU,2022-12-10 04:36:34,-19.9842,57.6142,76.46,78,65,7.0
524,Lovington,US,2022-12-10 04:36:35,32.944,-103.3485,50.85,98,100,4.63
525,Neiafu,TO,2022-12-10 04:36:35,-18.65,-173.9833,83.08,83,75,6.91
526,Vaitape,PF,2022-12-10 04:36:36,-16.5167,-151.75,79.97,73,37,6.55
527,Nizhnyaya Omka,RU,2022-12-10 04:36:37,55.4338,74.9426,6.71,95,100,9.8
528,Arlit,NE,2022-12-10 04:36:37,18.7369,7.3853,63.43,19,1,0.34
529,Zaozhuang,CN,2022-12-10 04:35:03,34.8647,117.5542,46.33,35,66,16.89
530,Nagaoka,JP,2022-12-10 04:36:38,37.45,138.85,50.65,89,79,4.03
531,Pijijiapan,MX,2022-12-10 04:36:38,15.7011,-93.23,73.35,76,1,5.53
532,Sumbe,AO,2022-12-10 04:36:39,-11.2061,13.8437,76.32,90,100,1.9
533,Tarbagatay,RU,2022-12-10 04:36:39,51.4803,107.3602,8.13,63,7,5.79
534,Vila,PT,2022-12-10 04:36:40,42.0304,-8.1588,37.71,87,98,4.21
535,Rostov-Na-Donu,RU,2022-12-10 04:36:40,47.2364,39.7139,38.12,67,100,8.99
536,Kropotkin,RU,2022-12-10 04:36:41,45.4375,40.5756,39.78,65,99,9.06
537,Svetlyy,RU,2022-12-10 04:36:42,54.675,20.1347,23.05,88,98,4.18
538,Chiquinquira,CO,2022-12-10 04:32:46,5.6164,-73.8175,47.26,97,53,3.42
539,Bundaberg,AU,2022-12-10 04:32:47,-24.85,152.35,82.22,66,93,3.0
540,Bosobolo,CD,2022-12-10 04:36:43,4.1833,19.9,71.06,75,86,1.43
541,Ugoofaaru,MV,2022-12-10 04:36:44,5.6667,73.0,81.27,75,100,15.99
542,Haines Junction,CA,2022-12-10 04:36:44,60.7522,-137.5108,3.15,85,58,3.44
543,Rincon,US,2022-12-10 04:36:45,32.296,-81.2354,60.85,93,100,4.61
544,Saint-Francois,FR,2022-12-10 04:36:45,46.4154,3.9054,31.44,93,100,6.91
545,Cap-Aux-Meules,CA,2022-12-10 04:36:46,47.3821,-61.8597,37.42,93,100,21.85
546,Hurghada,EG,2022-12-10 04:32:47,27.2574,33.8129,59.04,33,0,5.75
547,Seoul,KR,2022-12-10 04:36:46,37.5683,126.9778,43.99,27,0,6.91
548,Bom Jesus,BR,2022-12-10 04:36:47,-9.0744,-44.3586,73.11,79,85,3.13
549,Nanakuli,US,2022-12-10 04:36:48,21.3906,-158.1547,76.95,59,0,8.05
550,Monclova,MX,2022-12-10 04:35:04,26.9,-101.4167,66.06,86,15,1.99
551,Akyab,MM,2022-12-10 04:37:49,20.15,92.9,83.39,60,2,4.29
552,Northam,GB,2022-12-10 04:37:49,51.0333,-4.2167,32.25,81,68,5.53
553,Santa Cruz,BO,2022-12-10 04:37:50,-17.8,-63.1667,80.06,78,40,12.66
554,Tabou,CI,2022-12-10 04:37:50,4.423,-7.3528,78.26,84,1,5.44
555,San Cristobal,VE,2022-12-10 04:33:21,7.7669,-72.225,64.58,95,81,0.6
556,Surt,LY,2022-12-10 04:37:51,31.2089,16.5887,69.85,39,76,14.58
557,Sola,VU,2022-12-10 04:37:52,-13.8833,167.55,86.67,70,100,0.0
558,Paita,PE,2022-12-10 04:37:52,-5.0892,-81.1144,67.39,81,99,10.16
559,Starkville,US,2022-12-10 04:37:53,33.4504,-88.8184,62.47,93,100,0.0
560,Noumea,NC,2022-12-10 04:34:32,-22.2763,166.4572,87.01,99,19,3.74
561,Esperance,AU,2022-12-10 04:37:54,-33.8667,121.9,63.5,66,88,15.55
562,Skala Fourkas,GR,2022-12-10 04:37:54,39.9998,23.3841,62.55,79,100,4.25
563,Mbumi,TZ,2022-12-10 04:37:55,-7.9058,39.2105,82.94,69,92,1.81
564,Havre-Saint-Pierre,CA,2022-12-10 04:37:55,50.2334,-63.5986,12.2,61,0,14.97
