City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Campos Belos,BR,2022-12-09 18:32:25,-13.0367,-46.7717,76.19,86,100,4.5,moderate rain
262,El Paujil,CO,2022-12-09 18:32:26,1.5701,-75.3286,87.13,51,100,3.4,overcast clouds
263,Andapa,MG,2022-12-09 18:32:26,-14.65,49.65,67.44,97,21,3.24,few clouds
264,Baiquan,CN,2022-12-09 18:32:27,47.5833,126.0833,-7.53,100,76,4.9,broken clouds
265,Lalmohan,BD,2022-12-09 18:32:27,22.3384,90.7419,69.12,54,62,7.7,broken clouds
266,Arraial Do Cabo,BR,2022-12-09 18:32:28,-22.9661,-42.0278,84.16,65,0,14.97,clear sky
267,Viedma,AR,2022-12-09 18:32:29,-40.8135,-62.9967,81.07,21,80,14.43,broken clouds
268,Paamiut,GL,2022-12-09 18:32:29,61.994,-49.6678,27.99,72,58,16.08,broken clouds
269,Muroto,JP,2022-12-09 18:32:29,33.2833,134.15,57.96,73,100,14.07,overcast clouds
270,Boca Do Acre,BR,2022-12-09 18:32:30,-8.7522,-67.3978,92.66,45,25,3.31,scattered clouds
271,San Carlos De Bariloche,AR,2022-12-09 18:32:30,-41.1456,-71.3082,64.15,34,40,25.32,scattered clouds
272,Port Augusta,AU,2022-12-09 18:32:31,-32.5,137.7667,74.34,24,100,6.44,overcast clouds
273,Broome,US,2022-12-09 18:32:31,42.2506,-75.833,39.7,70,75,8.05,broken clouds
274,Nauta,PE,2022-12-09 18:32:32,-4.5061,-73.5757,81.77,73,100,4.97,overcast clouds
275,Ambulu,ID,2022-12-09 18:32:32,-8.345,113.6058,74.19,87,89,3.47,overcast clouds
276,Pastavy,BY,2022-12-09 18:32:32,55.1168,26.8326,27.41,98,100,3.18,light snow
277,Owensboro,US,2022-12-09 18:32:33,37.7742,-87.1133,54.16,100,100,4.61,mist
278,Sharlyk,RU,2022-12-09 18:32:33,52.9167,54.75,-10.25,96,27,4.21,scattered clouds
279,La Ronge,CA,2022-12-09 18:30:16,55.1001,-105.2842,3.45,72,75,3.44,broken clouds
280,Nome,US,2022-12-09 18:31:36,64.5011,-165.4064,19.47,86,100,16.11,snow
281,Chetumal,MX,2022-12-09 18:33:34,18.5,-88.3,82.45,69,75,0.0,light rain
282,Walvis Bay,NA,2022-12-09 18:33:35,-22.9575,14.5053,67.15,72,0,13.8,clear sky
283,Clocolan,ZA,2022-12-09 18:33:35,-28.9137,27.5656,60.67,83,69,6.53,broken clouds
284,Nebug,RU,2022-12-09 18:33:36,44.1714,39.0036,52.3,80,100,5.79,overcast clouds
285,Beringovskiy,RU,2022-12-09 18:33:36,63.05,179.3167,15.06,88,100,2.46,overcast clouds
286,Masty,BY,2022-12-09 18:33:36,53.4122,24.5387,27.86,98,99,2.55,overcast clouds
287,Honningsvag,NO,2022-12-09 18:33:37,70.9821,25.9704,29.95,74,75,8.05,broken clouds
288,Pangkalanbuun,ID,2022-12-09 18:33:37,-2.6833,111.6167,73.15,95,35,2.64,scattered clouds
289,Hampton,US,2022-12-09 18:30:34,37.0299,-76.3452,52.18,69,0,12.66,clear sky
290,Marzuq,YE,2022-12-09 18:33:38,14.4,46.4667,62.82,48,6,1.79,clear sky
291,Aureliana,PH,2022-12-09 18:33:38,10.8885,121.978,76.39,95,100,4.74,overcast clouds
292,Puerto Cabezas,NI,2022-12-09 18:33:39,14.0351,-83.3888,79.03,81,11,10.13,few clouds
293,Waddan,LY,2022-12-09 18:33:39,29.1614,16.139,68.43,28,0,0.96,clear sky
294,Nanortalik,GL,2022-12-09 18:33:40,60.1432,-45.2371,23.88,81,2,6.82,clear sky
295,Teknaf,BD,2022-12-09 18:33:40,20.8624,92.3058,74.07,65,93,6.67,overcast clouds
296,Itoman,JP,2022-12-09 18:33:41,26.1247,127.6694,68.02,92,75,14.97,broken clouds
297,Micheweni,TZ,2022-12-09 18:33:41,-4.9667,39.8333,79.81,81,34,9.08,scattered clouds
298,Ottumwa,US,2022-12-09 18:33:41,41.02,-92.4113,40.95,93,100,8.05,overcast clouds
299,Yar-Sale,RU,2022-12-09 18:33:19,66.8333,70.8333,-9.47,96,64,12.24,broken clouds
300,Umm Bab,QA,2022-12-09 18:33:42,25.2142,50.8072,70.32,54,2,15.88,clear sky
301,Hasaki,JP,2022-12-09 18:33:43,35.7333,140.8333,41.4,76,98,10.69,overcast clouds
302,Rundu,NA,2022-12-09 18:33:43,-17.9333,19.7667,72.7,69,74,6.11,light rain
303,Turayf,SA,2022-12-09 18:33:44,31.6725,38.6637,53.85,94,75,11.5,broken clouds
304,Cantapoy,PH,2022-12-09 18:33:44,9.4906,125.4364,76.84,90,100,4.03,overcast clouds
305,Dikson,RU,2022-12-09 18:33:44,73.5069,80.5464,-0.26,94,100,12.68,overcast clouds
306,Sakakah,SA,2022-12-09 18:33:45,29.9697,40.2064,60.37,53,2,7.85,clear sky
307,Makakilo City,US,2022-12-09 18:33:45,21.3469,-158.0858,76.44,59,40,19.57,scattered clouds
308,Airai,TL,2022-12-09 18:33:46,-8.9266,125.4092,59.43,56,100,2.55,overcast clouds
309,Samarai,PG,2022-12-09 18:33:46,-10.6167,150.6667,82.44,78,100,5.82,overcast clouds
310,Palencia,ES,2022-12-09 18:33:46,42.4167,-4.5,46.92,92,100,5.35,light rain
311,Inhambane,MZ,2022-12-09 18:33:47,-23.865,35.3833,77.86,76,0,12.35,clear sky
312,Tucuma,BR,2022-12-09 18:33:48,-0.1833,-50.05,86.54,59,48,8.14,scattered clouds
313,Mayumba,GA,2022-12-09 18:33:48,-3.432,10.6554,77.27,85,100,4.85,light rain
314,Waterloo,CA,2022-12-09 18:32:18,43.4668,-80.5164,32.47,87,100,11.5,overcast clouds
315,Hashima,JP,2022-12-09 18:33:49,35.3158,136.6985,47.61,61,89,3.62,overcast clouds
316,Grand-Lahou,CI,2022-12-09 18:33:49,5.1367,-5.0242,79.59,82,4,6.42,clear sky
317,Katsuura,JP,2022-12-09 18:33:50,35.1333,140.3,51.55,81,97,8.46,overcast clouds
318,Provideniya,RU,2022-12-09 18:33:50,64.3833,-173.3,27.95,77,88,22.75,overcast clouds
319,Menongue,AO,2022-12-09 18:33:50,-14.6585,17.691,64.78,91,100,8.95,light rain
320,Hirado,JP,2022-12-09 18:33:51,33.3597,129.5531,56.48,60,1,12.33,clear sky
321,Upernavik,GL,2022-12-09 18:33:51,72.7868,-56.1549,33.33,79,100,20.27,overcast clouds
322,Balsas,BR,2022-12-09 18:33:52,-7.5325,-46.0356,86.76,52,100,3.53,overcast clouds
323,Contamana,PE,2022-12-09 18:33:52,-7.3333,-75.0167,92.52,42,98,6.4,overcast clouds
324,Srandakan,ID,2022-12-09 18:33:53,-7.9386,110.2506,77.5,84,82,4.92,broken clouds
325,Mana,GF,2022-12-09 18:33:53,5.6592,-53.7767,81.41,75,97,8.3,light rain
326,Matucana,PE,2022-12-09 18:34:54,-11.85,-76.4,67.28,59,100,7.81,overcast clouds
327,Purgstall,AT,2022-12-09 18:34:54,48.0584,15.1348,37.54,98,98,2.28,overcast clouds
328,Ponta Delgada,PT,2022-12-09 18:34:54,37.7333,-25.6667,63.5,82,40,20.71,moderate rain
329,Chuy,UY,2022-12-09 18:34:55,-33.6971,-53.4616,92.5,31,1,9.98,clear sky
330,Portland,US,2022-12-09 18:32:41,45.5234,-122.6762,43.81,92,100,13.8,light rain
331,Hohhot,CN,2022-12-09 18:34:55,40.8106,111.6522,8.89,61,0,8.95,clear sky
332,Tarko-Sale,RU,2022-12-09 18:34:56,64.9225,77.785,-3.96,96,100,17.74,overcast clouds
333,Brae,GB,2022-12-09 18:34:56,60.3964,-1.353,38.7,73,100,19.01,light rain
334,Udachnyy,RU,2022-12-09 18:34:57,66.4167,112.4,-22.56,67,100,4.72,overcast clouds
335,Tooele,US,2022-12-09 18:33:52,40.5308,-112.2983,39.96,60,33,8.1,scattered clouds
336,Kutum,SD,2022-12-09 18:34:57,14.2,24.6667,64.22,19,100,10.04,overcast clouds
337,Antofagasta,CL,2022-12-09 18:34:58,-23.65,-70.4,70.88,69,100,6.38,overcast clouds
338,Cidreira,BR,2022-12-09 18:34:58,-30.1811,-50.2056,76.64,74,0,12.84,clear sky
339,Beira,MZ,2022-12-09 18:34:59,-19.8436,34.8389,80.69,78,20,10.36,few clouds
340,Paciran,ID,2022-12-09 18:34:59,-6.8767,112.3761,77.14,86,64,7.76,moderate rain
341,Mount Gambier,AU,2022-12-09 18:31:42,-37.8333,140.7667,44.37,82,0,5.75,clear sky
342,Bilibino,RU,2022-12-09 18:35:00,68.0546,166.4372,-2.16,100,100,4.25,overcast clouds
343,Borna,DE,2022-12-09 18:35:00,51.1167,12.5,37.08,92,100,5.75,overcast clouds
344,Linxia,CN,2022-12-09 18:35:01,35.6003,103.2064,24.31,56,88,3.94,overcast clouds
345,Lixourion,GR,2022-12-09 18:35:01,38.2019,20.4314,62.6,88,40,8.05,scattered clouds
346,Souillac,MU,2022-12-09 18:35:01,-20.5167,57.5167,77.38,78,40,9.22,scattered clouds
347,Mikhaylovka,RU,2022-12-09 18:31:41,50.06,43.2379,25.79,84,85,17.65,overcast clouds
348,Mollendo,PE,2022-12-09 18:35:02,-17.0231,-72.0147,67.66,87,100,4.79,overcast clouds
349,Sao Filipe,CV,2022-12-09 18:35:03,14.8961,-24.4956,77.41,72,5,6.78,clear sky
350,Kasane,BW,2022-12-09 18:35:03,-17.8167,25.15,71.69,88,0,2.3,moderate rain
351,Elliot Lake,CA,2022-12-09 18:35:03,46.3834,-82.6331,28.13,47,1,8.5,clear sky
352,Nanakuli,US,2022-12-09 18:35:04,21.3906,-158.1547,76.95,55,40,10.36,scattered clouds
353,Ambon,ID,2022-12-09 18:35:04,-3.6954,128.1814,77.23,15,20,9.22,few clouds
354,Garowe,SO,2022-12-09 18:35:05,8.4054,48.4845,74.26,58,97,14.54,overcast clouds
355,Puerto Del Rosario,ES,2022-12-09 18:35:05,28.5004,-13.8627,73.15,73,20,6.91,few clouds
356,Moranbah,AU,2022-12-09 18:35:06,-22.0016,148.0466,75.06,80,0,3.53,clear sky
357,Mildura,AU,2022-12-09 18:35:06,-34.2,142.15,58.46,37,1,7.72,clear sky
358,Kodiak,US,2022-12-09 18:35:07,57.79,-152.4072,26.11,54,0,32.21,clear sky
359,Warah,PK,2022-12-09 18:35:07,27.4481,67.7978,67.69,27,1,8.21,clear sky
360,Los Llanos De Aridane,ES,2022-12-09 18:35:08,28.6585,-17.9182,69.55,98,40,3.44,scattered clouds
361,Totness,SR,2022-12-09 18:35:09,5.8833,-56.3167,81.64,73,67,8.01,broken clouds
362,Wanaka,NZ,2022-12-09 18:35:09,-44.7,169.15,56.1,78,3,1.01,clear sky
363,Kahului,US,2022-12-09 18:35:09,20.8947,-156.47,76.84,69,20,17.27,few clouds
364,Grindavik,IS,2022-12-09 18:35:10,63.8424,-22.4338,32.47,74,20,16.11,few clouds
365,Neuquen,AR,2022-12-09 18:35:10,-38.9516,-68.0591,84.09,24,0,8.05,clear sky
366,Dunedin,NZ,2022-12-09 18:35:11,-45.8742,170.5036,57.4,82,0,4.85,clear sky
367,Pontianak,ID,2022-12-09 18:35:11,-0.0333,109.3333,75.18,94,75,3.44,light rain
368,Synya,RU,2022-12-09 18:35:12,65.3718,58.0387,-13.54,98,6,4.18,clear sky
369,Wawa,NG,2022-12-09 18:35:12,9.9022,4.4192,81.68,24,0,4.61,clear sky
370,Rio Grande,BR,2022-12-09 18:35:12,-32.035,-52.0986,95.11,58,0,12.55,clear sky
371,Punta Alta,AR,2022-12-09 18:35:13,-38.8759,-62.0736,88.54,39,9,14.85,clear sky
372,Londoko,RU,2022-12-09 18:35:13,49.0333,131.9833,-6.54,99,79,3.13,broken clouds
373,Aneho,TG,2022-12-09 18:35:14,6.2333,1.6,84.4,79,0,11.45,clear sky
374,Rioja,AR,2022-12-09 18:36:14,-29.4111,-66.8507,105.91,19,13,6.4,few clouds
375,Chaibasa,IN,2022-12-09 18:36:15,22.5667,85.8167,61.3,37,94,1.97,overcast clouds
376,Bongaree,AU,2022-12-09 18:36:15,-27.0797,153.1586,72.05,74,94,11.65,overcast clouds
377,Camacari,BR,2022-12-09 18:36:16,-12.6975,-38.3242,82.17,70,100,9.62,overcast clouds
378,Saint-Pierre,RE,2022-12-09 18:36:16,-21.3393,55.4781,76.91,83,40,24.16,light rain
379,Saint Anthony,US,2022-12-09 18:36:17,45.0205,-93.218,31.24,81,100,9.22,overcast clouds
380,Kant,IN,2022-12-09 18:36:17,27.8,79.8,61.84,37,0,3.96,clear sky
381,Alofi,NU,2022-12-09 18:35:38,-19.0595,-169.9187,75.09,100,100,1.14,light rain
382,Komsomolskiy,UZ,2022-12-09 18:36:18,40.4272,71.7189,27.32,80,100,2.3,mist
383,Port Hope,US,2022-12-09 18:36:18,43.9408,-82.7127,33.87,75,17,14.97,few clouds
384,Lazaro Cardenas,MX,2022-12-09 18:31:39,17.9583,-102.2,83.03,65,0,8.5,clear sky
385,Eston,CA,2022-12-09 18:36:06,51.1501,-108.7514,24.93,83,100,9.53,overcast clouds
386,Kholmogory,RU,2022-12-09 18:36:19,64.2229,41.656,13.39,96,91,5.37,overcast clouds
387,Sao Felix Do Xingu,BR,2022-12-09 18:36:20,-6.6447,-51.995,87.69,57,100,1.83,overcast clouds
388,Chernyshevsk,RU,2022-12-09 18:36:20,52.5243,117.0174,-19.12,100,67,0.83,broken clouds
389,Gat,IL,2022-12-09 18:36:20,31.61,34.7642,62.4,74,0,4.7,clear sky
390,Miyako,JP,2022-12-09 18:36:21,39.6367,141.9525,37.13,86,17,5.44,few clouds
391,Lebu,CL,2022-12-09 18:36:21,-37.6167,-73.65,64.53,70,100,8.81,overcast clouds
392,Rafai,CF,2022-12-09 18:36:22,4.95,23.9167,75.49,57,90,2.53,overcast clouds
393,Zhuji,CN,2022-12-09 18:36:22,29.7188,120.2423,51.46,92,100,0.92,overcast clouds
394,Stornoway,GB,2022-12-09 18:36:23,58.2093,-6.3865,35.56,93,40,6.91,scattered clouds
395,Meybod,IR,2022-12-09 18:36:23,32.2501,54.0166,46.42,43,12,8.95,few clouds
396,Kyaukse,MM,2022-12-09 18:36:24,21.6,96.1333,67.51,70,16,3.06,few clouds
397,Dolores,AR,2022-12-09 18:36:24,-36.3132,-57.6792,104.77,17,49,15.46,scattered clouds
398,Shahrud,IR,2022-12-09 18:36:24,36.4182,54.9763,35.8,71,100,3.94,overcast clouds
399,Pavlovskiy,RU,2022-12-09 18:36:25,57.8424,54.8436,15.19,94,100,8.52,light snow
400,Tecoanapa,MX,2022-12-09 18:36:25,16.5167,-98.75,82.51,64,0,8.79,clear sky
401,Maceio,BR,2022-12-09 18:36:26,-9.6658,-35.7353,87.24,70,40,19.57,scattered clouds
402,Penzance,GB,2022-12-09 18:36:26,50.1186,-5.5371,34.77,67,10,4.14,clear sky
403,Aguimes,ES,2022-12-09 18:36:27,27.9054,-15.4461,68.63,88,20,3.44,few clouds
404,Anchorage,US,2022-12-09 18:31:55,61.2181,-149.9003,8.31,84,0,5.75,clear sky
405,Mattru,SL,2022-12-09 18:36:27,7.6244,-11.8332,79.68,76,84,4.81,broken clouds
406,Pevek,RU,2022-12-09 18:36:28,69.7008,170.3133,-6.93,90,100,5.75,overcast clouds
407,Mount Isa,AU,2022-12-09 18:36:28,-20.7333,139.5,82.17,11,0,9.22,clear sky
408,Rancho Palos Verdes,US,2022-12-09 18:36:29,33.7445,-118.387,61.95,71,0,3.0,clear sky
409,Lasa,IT,2022-12-09 18:36:29,46.6166,10.7002,36.48,97,100,1.86,overcast clouds
410,High Level,CA,2022-12-09 18:36:29,58.5169,-117.136,3.31,85,100,0.0,light snow
411,Sibolga,ID,2022-12-09 18:36:30,1.7427,98.7792,74.16,88,100,3.42,overcast clouds
412,Mayo,US,2022-12-09 18:36:31,38.8876,-76.5119,51.13,57,0,10.36,clear sky
413,Batagay,RU,2022-12-09 18:36:31,67.6333,134.6333,-42.43,100,88,3.36,overcast clouds
414,Itarema,BR,2022-12-09 18:36:32,-2.9248,-39.9167,84.33,64,71,16.26,broken clouds
415,Tutoia,BR,2022-12-09 18:36:32,-2.7619,-42.2744,83.46,68,32,11.72,scattered clouds
416,Liverpool,GB,2022-12-09 18:36:33,53.4106,-2.9779,36.43,95,20,4.61,light rain
417,Iquitos,PE,2022-12-09 18:36:33,-3.7481,-73.2472,82.44,89,75,6.91,broken clouds
418,Kamakhyanagar,IN,2022-12-09 18:33:29,20.9333,85.55,66.25,44,99,1.5,overcast clouds
419,Puerto Maldonado,PE,2022-12-09 18:37:34,-12.6,-69.1833,93.6,59,40,6.91,scattered clouds
420,Montmagny,FR,2022-12-09 18:33:59,48.9734,2.3469,35.64,92,75,6.91,mist
421,Caceres,ES,2022-12-09 18:37:34,39.522,-6.3748,51.89,96,46,7.81,scattered clouds
422,Pleasanton,US,2022-12-09 18:34:45,37.6624,-121.8747,55.08,86,93,2.95,overcast clouds
423,Lambarene,GA,2022-12-09 18:37:35,-0.7001,10.2406,77.43,87,20,2.8,moderate rain
424,Sinnamary,GF,2022-12-09 18:37:35,5.3833,-52.95,81.23,76,100,7.56,overcast clouds
425,Ryabovo,RU,2022-12-09 18:37:36,59.4,31.1333,27.91,92,89,8.05,overcast clouds
426,Kirakira,SB,2022-12-09 18:37:36,-10.4544,161.9205,79.86,81,100,2.1,overcast clouds
427,Erzin,TR,2022-12-09 18:37:37,36.9559,36.2,56.1,64,100,4.68,overcast clouds
428,Kloulklubed,PW,2022-12-09 18:37:37,7.0419,134.2556,73.9,72,84,6.49,broken clouds
429,Zonguldak,TR,2022-12-09 18:37:38,41.25,31.8333,50.0,68,100,4.9,overcast clouds
430,Matagami,CA,2022-12-09 18:37:38,49.7502,-77.6328,5.11,78,75,3.44,broken clouds
431,Islamkot,PK,2022-12-09 18:37:39,24.6997,70.177,65.25,34,0,4.68,clear sky
432,Omboue,GA,2022-12-09 18:37:39,-1.5746,9.2618,78.39,85,83,8.03,light rain
433,Novi Pazar,RS,2022-12-09 18:37:39,43.1367,20.5122,47.88,92,100,5.39,overcast clouds
434,Georgetown,MY,2022-12-09 18:37:40,5.4112,100.3354,78.89,90,20,6.91,few clouds
435,Methven,NZ,2022-12-09 18:37:40,-43.6333,171.65,59.02,59,1,7.0,clear sky
436,Villarrica,PY,2022-12-09 18:37:41,-25.75,-56.4333,85.84,65,100,13.09,overcast clouds
437,Ampanihy,MG,2022-12-09 18:37:41,-24.7,44.75,77.4,70,2,13.06,clear sky
438,Carutapera,BR,2022-12-09 18:37:42,-1.195,-46.02,85.08,62,20,8.97,few clouds
439,Sola,VU,2022-12-09 18:37:42,-13.8833,167.55,74.07,100,100,0.0,overcast clouds
440,Beaune,FR,2022-12-09 18:37:42,47.0833,4.75,33.62,82,96,4.63,overcast clouds
441,Bobrovytsya,UA,2022-12-09 18:37:43,50.75,31.3833,33.8,100,100,4.54,overcast clouds
442,Fortuna,US,2022-12-09 18:37:43,40.5982,-124.1573,44.94,89,20,17.27,few clouds
443,San Cristobal,VE,2022-12-09 18:37:44,7.7669,-72.225,71.78,50,54,2.71,broken clouds
444,Truro,GB,2022-12-09 18:37:44,50.2653,-5.0544,36.68,80,20,8.05,few clouds
445,Solhan,TR,2022-12-09 18:37:45,38.9634,41.0293,37.99,75,91,2.44,overcast clouds
446,Kavaratti,IN,2022-12-09 18:37:45,10.5669,72.642,81.46,69,100,11.01,overcast clouds
447,Starkville,US,2022-12-09 18:33:58,33.4504,-88.8184,69.44,94,100,3.44,mist
448,Katangli,RU,2022-12-09 18:37:46,51.7102,143.2326,2.37,94,100,4.27,overcast clouds
449,Skelleftea,SE,2022-12-09 18:37:46,64.7507,20.9528,25.16,100,100,12.66,light snow
450,Port Blair,IN,2022-12-09 18:37:46,11.6667,92.75,75.24,94,20,1.14,mist
451,Port Arthur,CN,2022-12-09 18:37:47,38.8,121.2667,42.91,45,100,4.18,overcast clouds
452,Killybegs,IE,2022-12-09 18:37:47,54.6333,-8.45,37.11,68,82,7.36,moderate rain
453,Sai Buri,TH,2022-12-09 18:37:48,6.7013,101.6168,74.12,89,98,1.52,overcast clouds
454,Karpinsk,RU,2022-12-09 18:37:48,59.7654,60.0085,10.8,82,99,5.39,overcast clouds
455,Svetlogorsk,BY,2022-12-09 18:37:49,52.6333,29.7333,31.69,99,100,5.86,light snow
456,Fairbanks,US,2022-12-09 18:35:33,64.8378,-147.7164,13.96,81,100,9.22,light snow
457,Port Hardy,CA,2022-12-09 18:37:49,50.6996,-127.4199,37.58,81,100,24.16,overcast clouds
458,Kenora,CA,2022-12-09 18:34:49,49.8167,-94.4337,20.37,93,100,6.91,mist
459,Ilam,NP,2022-12-09 18:37:50,26.9167,87.9167,52.99,73,7,5.3,clear sky
460,Mackay,AU,2022-12-09 18:37:50,-21.15,149.2,78.67,75,75,7.0,broken clouds
461,Half Moon Bay,US,2022-12-09 18:33:18,37.4636,-122.4286,55.22,77,0,5.75,haze
462,Richards Bay,ZA,2022-12-09 18:37:51,-28.783,32.0377,74.48,87,8,9.04,clear sky
463,Ozark,US,2022-12-09 18:37:51,37.0209,-93.206,54.81,70,85,3.0,overcast clouds
464,Nalut,LY,2022-12-09 18:37:52,30.3333,10.85,72.77,22,100,9.01,overcast clouds
465,Saldanha,ZA,2022-12-09 18:37:52,-33.0117,17.9442,69.85,87,0,2.73,clear sky
466,Takestan,IR,2022-12-09 18:37:53,36.0696,49.6959,36.84,80,80,5.06,broken clouds
467,Wuxue,CN,2022-12-09 18:38:53,29.8506,115.5525,48.38,78,39,1.81,scattered clouds
468,Acapulco,MX,2022-12-09 18:36:44,16.8634,-99.8901,87.62,55,0,4.61,clear sky
469,Palauig,PH,2022-12-09 18:38:54,15.435,119.9045,78.58,86,100,12.82,overcast clouds
470,Davila,PH,2022-12-09 18:38:54,18.4726,120.5763,76.98,78,71,19.17,broken clouds
471,Laje,BR,2022-12-09 18:38:55,-10.1833,-40.9667,89.73,30,100,7.18,overcast clouds
472,Ballina,AU,2022-12-09 18:38:55,-28.8667,153.5667,64.02,99,100,4.61,light rain
473,Madang,PG,2022-12-09 18:38:55,-5.2246,145.7966,76.23,90,100,4.54,overcast clouds
474,Iqaluit,CA,2022-12-09 18:38:56,63.7506,-68.5145,-4.27,84,75,4.61,broken clouds
475,Buraydah,SA,2022-12-09 18:38:57,26.326,43.975,59.45,56,68,6.44,broken clouds
476,Sioux Lookout,CA,2022-12-09 18:38:57,50.1001,-91.917,19.47,93,100,6.91,overcast clouds
477,Jodhpur,IN,2022-12-09 18:38:57,26.2867,73.03,64.51,30,0,6.02,clear sky
478,Riacho De Santana,BR,2022-12-09 18:38:58,-13.6092,-42.9389,76.87,80,100,9.26,overcast clouds
479,Havre-Saint-Pierre,CA,2022-12-09 18:38:58,50.2334,-63.5986,32.36,93,100,11.5,mist
480,Arlit,NE,2022-12-09 18:38:59,18.7369,7.3853,75.33,12,0,8.97,clear sky
481,Gamba,GA,2022-12-09 18:38:59,-2.65,10.0,76.93,86,100,6.69,light rain
482,Turbana,CO,2022-12-09 18:38:59,10.2717,-75.4422,86.81,61,15,4.59,few clouds
483,Fernandina Beach,US,2022-12-09 18:38:31,30.6697,-81.4626,83.01,61,0,6.91,clear sky
484,Bodden Town,KY,2022-12-09 18:39:00,19.2833,-81.25,84.2,66,20,13.8,few clouds
485,Zabid,YE,2022-12-09 18:39:01,14.1951,43.3152,76.71,74,5,4.45,clear sky
486,Sadovoye,RU,2022-12-09 18:39:01,47.7764,44.5089,25.61,81,25,16.15,scattered clouds
487,Caucel,MX,2022-12-09 18:39:02,21.0167,-89.7167,86.07,47,40,9.22,scattered clouds
488,San Quintin,MX,2022-12-09 18:39:02,30.4833,-115.95,60.66,58,0,12.64,clear sky
489,Vila Franca Do Campo,PT,2022-12-09 18:39:03,37.7167,-25.4333,63.19,88,100,17.05,light rain
490,Klaksvik,FO,2022-12-09 18:39:03,62.2266,-6.589,36.52,72,100,31.25,light rain
491,Mwene-Ditu,CD,2022-12-09 18:39:04,-7.0,23.45,64.09,96,61,1.81,broken clouds
492,Jiuquan,CN,2022-12-09 18:39:04,39.7432,98.5174,18.86,66,100,6.78,overcast clouds
493,Diebougou,BF,2022-12-09 18:39:04,10.9667,-3.25,84.47,19,0,4.29,clear sky
494,Eureka,US,2022-12-09 18:36:17,40.8021,-124.1637,45.21,90,100,7.0,overcast clouds
495,Polis,CY,2022-12-09 18:39:05,35.0367,32.4264,60.62,78,5,3.02,clear sky
496,Inirida,CO,2022-12-09 18:39:05,3.8653,-67.9239,83.88,70,100,1.1,overcast clouds
497,Westport,US,2022-12-09 18:39:06,41.1415,-73.3579,48.02,47,0,11.5,clear sky
498,Ca Mau,VN,2022-12-09 18:39:06,9.1769,105.15,73.94,94,100,4.99,overcast clouds
499,Taoudenni,ML,2022-12-09 18:39:07,22.6783,-3.9836,83.01,12,9,5.66,clear sky
500,Krasnaya Gora,RU,2022-12-09 18:39:07,52.9995,31.6023,30.94,99,100,6.49,light snow
501,Doba,TD,2022-12-09 18:39:08,8.65,16.85,76.57,24,0,3.27,clear sky
502,Mae Chan,TH,2022-12-09 18:39:08,20.1467,99.8526,69.46,87,1,2.39,clear sky
503,Leningradskiy,RU,2022-12-09 18:39:09,69.3833,178.4167,-12.24,92,57,5.53,broken clouds
504,Deputatskiy,RU,2022-12-09 18:39:09,69.3,139.9,-39.05,98,89,4.76,overcast clouds
505,Tautira,PF,2022-12-09 18:39:09,-17.7333,-149.15,78.62,77,30,8.81,scattered clouds
506,Mpanda,TZ,2022-12-09 18:39:10,-6.3655,31.0409,64.81,96,24,3.31,few clouds
507,Muravlenko,RU,2022-12-09 18:39:11,63.7898,74.523,-14.04,97,99,17.43,overcast clouds
508,Yarim,YE,2022-12-09 18:39:11,14.298,44.3779,50.86,45,14,4.38,few clouds
509,Gaffney,US,2022-12-09 18:39:11,35.0718,-81.6498,52.18,71,100,5.91,overcast clouds
510,Xinzhi,CN,2022-12-09 18:39:12,36.4989,111.7047,36.63,42,95,9.84,overcast clouds
511,Narwar,IN,2022-12-09 18:39:13,25.65,77.9,57.87,45,0,0.36,clear sky
512,Champerico,GT,2022-12-09 18:39:13,14.3,-91.9167,90.14,67,0,6.8,clear sky
513,Kampot,KH,2022-12-09 18:36:54,10.6167,104.1833,77.05,80,100,3.98,overcast clouds
514,Marawi,PH,2022-12-09 18:40:14,7.9986,124.2928,68.72,95,99,4.36,overcast clouds
515,Launceston,AU,2022-12-09 18:40:14,-41.45,147.1667,48.15,90,19,8.05,few clouds
516,Maamba,ZM,2022-12-09 18:40:15,-17.3667,27.15,70.54,86,75,0.29,light rain
517,Provost,CA,2022-12-09 18:40:14,52.3501,-110.2683,23.45,91,100,3.56,overcast clouds
518,Nemuro,JP,2022-12-09 18:40:16,43.3236,145.575,34.11,58,0,8.28,clear sky
519,Kitami,JP,2022-12-09 18:40:16,43.8031,143.8908,28.11,76,5,4.81,clear sky
520,Lewistown,US,2022-12-09 18:40:16,40.5992,-77.5714,44.87,79,0,4.61,clear sky
521,West Bay,KY,2022-12-09 18:40:17,19.3667,-81.4167,84.27,67,20,13.8,few clouds
522,Ruwi,OM,2022-12-09 18:40:17,23.5996,58.5507,74.89,59,1,3.53,clear sky
523,Gunjur,GM,2022-12-09 18:40:18,13.2019,-16.7339,79.11,68,0,9.66,clear sky
524,Clyde River,CA,2022-12-09 18:40:18,70.4692,-68.5914,3.43,78,100,17.27,light snow
525,Weinan,CN,2022-12-09 18:40:19,34.5036,109.5089,42.58,53,99,1.21,overcast clouds
526,Pucallpa,PE,2022-12-09 18:40:20,-8.3791,-74.5539,87.84,66,75,5.75,broken clouds
